url,type,title,category,subcategory,votes,private,created_at,text,user_from,user_from_role,user_to,user_to_role,thread_id
https://us.edstem.org/courses/2345/discussion/129720?comment=342275,post,"What is ""Weekly Reflection"" ?",General,,0,False,2020-10-02T06:31:25.824801+10:00,"Question: Have I missed any deadlines?  I just found out about this course and I'm very interested, but I'd like to be sure I can actually do the whole thing before shelling out for a Verified track.",DR_Darnell,,Shu-Yi,admin,2345/discussion/129720
https://us.edstem.org/courses/2345/discussion/129720?comment=342397,post,"What is ""Weekly Reflection"" ?",General,,0,False,2020-10-02T07:27:35.463931+10:00,"Hi Dr_Darnell, 

No, you have not missed any deadline yet. 

Here are all the deadlines: 

Verification due 12/11/2020

Assignments & Quizzes due 12/13

Courses ends 12/21/2020

Certificate available 1/3/2021



Please read through the getting started section to learn more about the logistics information Course information

All students (verified and audit) have access to the lectures and self-assessments. However, only verified students have additional access to the graded assessments such as weekly quizzes, projects and the final exam. 

For the audit track learners, if you are considering to upgrade, you can take advantage of the 14-day full refund policy to sample the course. If you do not earn a passing grades, you can come back to join us again in the future run. 

Please note that one has to pay again to join the verified track and no course records will carry over.I hope this answers your question. If you have any questions, please let us know. 



Also, please tag your questions with  [General] or [Lecture] properly so your posts would be reviewed & answered in a timely manner. 

Thank you and welcome to the course. 



Shu-Yi




",Shu-Yi,admin,DR_Darnell,,2345/discussion/129720
https://us.edstem.org/courses/2345/discussion/129720?comment=356004,post,"What is ""Weekly Reflection"" ?",General,,0,False,2020-10-09T02:55:06.477636+11:00,"Hello, does ""Weekly Reflection"" which is to ""help you build a habit of planning your study of the upcoming week"" affect our final score in the course if we don't do it? Can it please be made to be an optional tool for those who want and need it?

Just my 2 cents of feedback about this: If someone doesn't have proper study habits and voluntarily signs up for a graduate level MOOC and fails to do their assignments in the specified time frame, then they should fail. I hope that study habit fundamentals can be an unsaid prerequisite of people attending the course (just like calculus, linear algebra, python), and if they need the help they can find many free resources online (e.g. for time management). Personally I graduated university while doing 2+ years 100% online and didn't need this help. Making basic time management and study habits a prerequisite and this reflection optional will give people more time to study more about AI or Python. 

Thanks! :-)",allan 5050,,Shu-Yi,admin,2345/discussion/129720
https://us.edstem.org/courses/2345/discussion/129720?comment=356033,post,"What is ""Weekly Reflection"" ?",General,,1,False,2020-10-09T03:15:27.07532+11:00,"Hi Allan, 

You don't have to do it if you don't want to. I am glad that you feel confident and well equipped with the knowledge and experience to navigate through the online courses. Hope you enjoy the course and let us know if you have any other questions. 

Shu-Yi",Shu-Yi,admin,allan 5050,,2345/discussion/129720
https://us.edstem.org/courses/2345/discussion/129720?comment=356049,post,"What is ""Weekly Reflection"" ?",General,,0,False,2020-10-09T03:22:28.328501+11:00,"Thank you so much Shu-Yi! :-)

",allan 5050,,Shu-Yi,admin,2345/discussion/129720
https://us.edstem.org/courses/2345/discussion/129753,question,Multiple submission for project,General,,0,False,2020-09-21T12:01:34.118056+10:00,"Can we Submit out projects multiple time for grading? Is there any penalty for not getting it right on the first try?

",EAnubhavR,,,,2345/discussion/129753
https://us.edstem.org/courses/2345/discussion/129753?answer=325827,answer,Multiple submission for project,General,,2,False,2020-09-22T01:44:52.696074+10:00,"Yes, you can submit as many times as you want up until the deadline. The latest submission will count for your grade. There is no penalty associated with how many times you submit!",Tanvi Hisaria,admin,EAnubhavR,,2345/discussion/129753
https://us.edstem.org/courses/2345/discussion/129895,post,Hi.,Social,,3,False,2020-09-21T15:03:21.844728+10:00,"Hi.

I am Teena from India. So glad that I could be part of this course with all of you. Hope to get to know all of you better in the coming days.

",TeeJac,,,,2345/discussion/129895
https://us.edstem.org/courses/2345/discussion/129895?comment=327251,post,Hi.,Social,,0,False,2020-09-22T19:17:11.3882+10:00,Hello Teena. This is Sanket form India too.,Sanket Nawale,,TeeJac,,2345/discussion/129895
https://us.edstem.org/courses/2345/discussion/130006,post,Greetings,Social,,3,False,2020-09-21T20:12:29.163964+10:00,"Hi there,

My name is Rick, I'm from the Netherlands and excited and motivated for this interesting course. I hope to interact with you in the progress of the course and wish you a succesful event.",RickJutte,,,,2345/discussion/130006
https://us.edstem.org/courses/2345/discussion/130014,post,Hello,Social,,3,False,2020-09-21T20:38:00.574429+10:00,"Hi All,

This is Furqan from the UK. I am looking forward to learning and interacting with you all throughout this course.

Best wishes!",FurqanT,,,,2345/discussion/130014
https://us.edstem.org/courses/2345/discussion/130018,question,Greetings for Everyone - Isaac Gutierrez Diaz,Social,,4,False,2020-09-21T20:50:56.391564+10:00,"Greeting for Everyone

This is Isaac Gutierrez Diaz from the Dominican Republic, I'm glad to be part of this course.

Artificial Intelligence will shape our upcoming generation And is our responsibility to understand the background and applications to solve present and future problems.

Regards

IG",IsaacGutierrezDiaz,,,,2345/discussion/130018
https://us.edstem.org/courses/2345/discussion/130049,question,Hi - Amira Obeid,Social,,1,False,2020-09-21T22:16:27.219758+10:00,"Hello :) I am Amira From Egypt but working and living in Germany, I am very Excited to start my Micro Master Program in AI on edx! currently I am in parenting leave and thought about improving my knowledge by participating in an online program until I found edx :) it's really good one as I don't need to be on site and all I need is to learn from home with my baby.. looking forward.",AmiraObeid,,,,2345/discussion/130049
https://us.edstem.org/courses/2345/discussion/130049?comment=325964,question,Hi - Amira Obeid,Social,,1,False,2020-09-22T03:34:33.007964+10:00,"Hey Amira! Just wanted to say Hi! I am Shilpa from USA. I am signed up for the micro-masters too :) 

",shilpa9g,,AmiraObeid,,2345/discussion/130049
https://us.edstem.org/courses/2345/discussion/130049?comment=327396,question,Hi - Amira Obeid,Social,,0,False,2020-09-22T22:44:09.493795+10:00,"Hello Shilpa! thanks for your comment 🙂 sounds really cool!

",AmiraObeid,,shilpa9g,,2345/discussion/130049
https://us.edstem.org/courses/2345/discussion/130071,question,SciPy and Pandas,General,,0,False,2020-09-21T22:53:33.170384+10:00,"Can you please provide links to install SciPy and Pandas.

I found this site but wanted to be sure before installing:

https://www.lfd.uci.edu/~gohlke/pythonlibs/",khushboo_choudhary,,,,2345/discussion/130071
https://us.edstem.org/courses/2345/discussion/130071?comment=325614,question,SciPy and Pandas,General,,1,False,2020-09-21T23:00:25.709935+10:00,"Just found it on the  Anaconda Navigator - Environment. pandas and scipy are pre-installed. Not sure about the version though.

",khushboo_choudhary,,khushboo_choudhary,,2345/discussion/130071
https://us.edstem.org/courses/2345/discussion/130071?comment=326433,question,SciPy and Pandas,General,,0,False,2020-09-22T08:17:42.211397+10:00,"conda install pandas 

and 

conda install scipy

should work in the terminal without downloading the wheel file from gohlke",gabergum,,khushboo_choudhary,,2345/discussion/130071
https://us.edstem.org/courses/2345/discussion/130071?answer=329749,answer,SciPy and Pandas,General,,0,False,2020-09-24T07:29:59.640892+10:00,"Hi there,

Anaconda should come with SciPy, Pandas and a bunch of other Data Science packages preinstalled. With that said, if you don't have Anaconda installed, but have Python3 along with an associated version of pip, then the following command should work on your terminal/command line:

pip install scipy pandas

If you have multiple versions of pip/Python installed, then you may have to run:

pip3 install scipy pandas


Keep in mind that we do not expect you to develop code locally. In fact, we expect you to work on Vocareum(our cloud-based development platform) for the most part. Ultimately, all submissions will have to be made there and Vocareum will have all the packages you may need.



I hope this helps.",Ashvin,admin,khushboo_choudhary,,2345/discussion/130071
https://us.edstem.org/courses/2345/discussion/130071?comment=362639,answer,SciPy and Pandas,General,,0,False,2020-10-13T00:30:25.439663+11:00,"Hi there, I joined later in this course and I have a problem installing sklearn.  I always gives me an error:

numpy.distutils.system_info.NotFoundError: No lapack/blas resources found.

I looked everywhere to find a simple way to install blas or lapack but no luck.

any luck with anybody in this class?",Codewolf,,Ashvin,admin,2345/discussion/130071
https://us.edstem.org/courses/2345/discussion/130178,post,hi - this is Priyo,Social,,2,False,2020-09-22T01:58:19.054772+10:00,"Just wanted to say hi to all.

I'm very excited about this course.

Priyo",priyochat,,,,2345/discussion/130178
https://us.edstem.org/courses/2345/discussion/130199,question,We might be doomed?,Lectures,DQ1,0,False,2020-09-22T02:38:10.855926+10:00,"If we go by the assumption that AI is developed without the school of thought of acting morally, then worries aren't unwarranted. It might be trite, but we've all seen how the AI ends up either enslaving the human race or trying to exterminate us. Taking this into account, one might wonder are we already on the path to creating our own exterminators? Throughout history, humans have consistently fought wars in one sense or another, so who's to say AI won't learn from our own history and go to war for it's perceived freedom? Only time will tell...

",aaronmcc1231,,,,2345/discussion/130199
https://us.edstem.org/courses/2345/discussion/130203,question,Hi - I'm Enrique,Social,,2,False,2020-09-22T02:46:23.919598+10:00,"Hi!

I'm currently a full-time worker in Austria and I'm from Peru. Just wanted to say hi and the best of luck to all of you!",Youheiell,,,,2345/discussion/130203
https://us.edstem.org/courses/2345/discussion/130203?comment=325898,question,Hi - I'm Enrique,Social,,0,False,2020-09-22T02:49:03.714831+10:00,"Hello, I'm living in Toronto Canada. student and part-time worker.",hamedanizad_a_h,,Youheiell,,2345/discussion/130203
https://us.edstem.org/courses/2345/discussion/130204,question,what  is markov desicion theory?,Lectures,W1,0,False,2020-09-22T02:47:11.880237+10:00,"what is markov desicion theory?

",hamedanizad_a_h,,,,2345/discussion/130204
https://us.edstem.org/courses/2345/discussion/130204?comment=326022,question,what  is markov desicion theory?,Lectures,W1,6,False,2020-09-22T04:29:13.722346+10:00,"Given the present, you don't need the past to know your future states.

$$\left(\left(p\left(s_{n+1}\right|s_n\right)\ =\ p\left(s_{n+1}\right|s_n,\ s_{n-1},s_{n-2},\ ...,\ s_0\right)$$

",ashirwadsangwan,,hamedanizad_a_h,,2345/discussion/130204
https://us.edstem.org/courses/2345/discussion/130204?comment=329348,question,what  is markov desicion theory?,Lectures,W1,1,False,2020-09-24T02:57:46.159758+10:00,"Simple and well defined.

In addition to it, the Markov Decision Theory finds it's application in Markov's Decision Process(MDP). It's a part of reinforcement learning in which random state are chosen and the corresponding reward is received.",Sanket Nawale,,ashirwadsangwan,,2345/discussion/130204
https://us.edstem.org/courses/2345/discussion/130204?comment=329828,question,what  is markov desicion theory?,Lectures,W1,1,False,2020-09-24T08:28:22.268731+10:00," @nawalesanket what do you mean by random states are chosen and corresponding rewards are received?

",ashirwadsangwan,,Sanket Nawale,,2345/discussion/130204
https://us.edstem.org/courses/2345/discussion/130204?comment=336033,question,what  is markov desicion theory?,Lectures,W1,0,False,2020-09-28T15:08:46.759213+10:00,It's a pretty in-depth topic.,Sanket Nawale,,ashirwadsangwan,,2345/discussion/130204
https://us.edstem.org/courses/2345/discussion/130204?answer=333311,answer,what  is markov desicion theory?,Lectures,W1,1,False,2020-09-26T07:16:58.675504+10:00,"You will learn more about it in the Reinforcement Learning section, but the answers above do a good job of summarizing the basic concept. The theory provides a framework for modeling decision making in an environment. The way we study this in the course, we have states which have rewards associated with them, and we have policies for each state detailing what decision to take to maximize reward. The aim is to find this policy. You will learn this in more mathematical detail later on.",Tanvi Hisaria,admin,hamedanizad_a_h,,2345/discussion/130204
https://us.edstem.org/courses/2345/discussion/130207,question,Maybe never?,Lectures,DQ2,1,False,2020-09-22T02:51:21.493435+10:00,"We're still in the early days of autonomous vehicles judging by this video:

https://www.youtube.com/watch?v=aCirDhz4jGA

It's still progress and I'm not discrediting the technological achievement, however there is a sentiment behind some of the comments on the video which I found myself intrigued by. Does the general populace even want driverless cars, or would people prefer to trust in their fellow drivers on the road? While I'm a firm believer in technology, I personally would prefer if autonomous vehicles weren't a thing in the first place for a few reasons like:

Machines do in fact fail, just like us. They're not infallible.

I personally don't believe AI could make a moral decision on the road if it came down to it (i.e Trolley problem)

",aaronmcc1231,,,,2345/discussion/130207
https://us.edstem.org/courses/2345/discussion/130207?comment=327393,question,Maybe never?,Lectures,DQ2,0,False,2020-09-22T22:40:57.006003+10:00,"I personally don't believe AI could make a moral decision on the road if it came down to it (i.e Trolley problem)

It is interesting that you should mention the trolley problems in relation to morality as almost all the scenarios can be justified in some way despite the decision a person would make. In the problems, both action and inaction are arguably moral decisions, and with access to large masses of information in the moment, which is something that humans are incapable of achieving, one could say that AI would make a better 'informed decision'. Of course, the sentiment that humans might involve in making decisions can't quite be replicated by AI, and if we were to say that moral decisions that take sentiment into account are of higher quality, then you would be right in saying that AI could not make the best moral decision.",quarcoopome-junior_t,,aaronmcc1231,,2345/discussion/130207
https://us.edstem.org/courses/2345/discussion/130209,question,Hi,Social,,1,False,2020-09-22T02:56:19.306477+10:00,"Hi everyone, I'm Tyler from NYC. Here to prepare for PhD. Look forward to class and interacting with you!",Tyler Franklin,,,,2345/discussion/130209
https://us.edstem.org/courses/2345/discussion/130209?comment=325955,question,Hi,Social,,0,False,2020-09-22T03:30:53.617995+10:00,Hello Tyler! I am Shilpa. I am signed up for the whole AI micro-master program. I plan to study further too. I am interested to learn about your learning path. Thanks!,shilpa9g,,Tyler Franklin,,2345/discussion/130209
https://us.edstem.org/courses/2345/discussion/130229,question,Hello,Social,,0,False,2020-09-22T03:23:34.002097+10:00,I am Armstrong from Cameroon. I am happy to take this course. I hope to learn from you all,Mbiagbor,,,,2345/discussion/130229
https://us.edstem.org/courses/2345/discussion/130230,question,A warm hello to all the new friends!,Social,,1,False,2020-09-22T03:24:10.169787+10:00,"Hi, I am Shilpa, from Washington, USA. I am interested in learning how to make machines intelligent. This course is a step in the journey.  I look forward to our interactions. Cheers!

",shilpa9g,,,,2345/discussion/130230
https://us.edstem.org/courses/2345/discussion/130237,question,Autonomous driving cars,General,,1,False,2020-09-22T03:52:21.748186+10:00,"Well! autonomus diriving cars will surely solve the problem of accidents. However there are surly other issues that will come up. such as how atomous will these cars be? Will they depend on internet connection to function properly? What if internet connection fails? Aslo I doubt he ability of the systems to function as the reflex action enable for example a sudden stop to avoid knocking down a child who suddenly runs into the road. 

Also, in case of an accident who will be held accountable; the owner of the car or the company? From the current state of things and given the rapid evolution in technology, I think that self driving care will be used in developed countries within the a few decades from now.",Mbiagbor,,,,2345/discussion/130237
https://us.edstem.org/courses/2345/discussion/130237?comment=327404,question,Autonomous driving cars,General,,0,False,2020-09-22T22:51:34.712546+10:00,"I agree the legal difficulties will be very complex! I imagine entire regulatory frameworks will have to change, and we'll need to re-evaluate speed limits and such as well.

But then we can think about aircraft, and how they still have a pilot and co-pilot despite them essentially being self-flying vehicles. This makes a lot of sense, of course! So maybe we need to look at aerospace regulation and how that might apply to the road, so long as we have simple and non-burdensome laws.

Cheers,

Davin",djeastley,,Mbiagbor,,2345/discussion/130237
https://us.edstem.org/courses/2345/discussion/130237?answer=326049,answer,Autonomous driving cars,General,,0,False,2020-09-22T04:34:50.630511+10:00,"There are a lot of things to break down in this, but as an autonomous vehicle fiend, I will give it a go!

""how atomous will these cars be?""

This depends on the timeline you are looking at. Currently, there are various forms of automation that are implemented. These include collision avoidance, route planning, lane detection, and some fully autonomous features, such as Tesla's ""summon"" feature. There are a lot of predictions about when we will have fully autonomous cars, but it's completely dependant on the development race which is going on. But honestly, I think it's closer to being possible than most people think.  



""Will they depend on internet connection to function properly?""

To a certain extent, but they do not require a consistent internet connection. All of today's cars with autonomous features have onboard computer systems that are able to perform operations that are not solely dependant on a continuous stream of information. For example; collision detection is able to work without a persistent internet connection due to it using onboard sensors, cameras, and algorithms that detect surrounding objects, calculate the likelihood of a collision, ad take evasive action. However, something like optimal route calculation, which requires a consistent stream of information from other cars, cellphones, and central monitoring stations, would not work without a semi-persistent internet connection. There are also a lot of benefits to having a persistent connection, as the more information you are able to give to an autonomous vehicle, the more likely it will be to be able to function in a manner that a human could not. We can only see what's in front of us, but if a vehicle can get information about an accident ahead, a course correction can be made and you won't end up in that terrible traffic jam that you always seem to hit at the worst times possible. 

""Aslo I doubt he ability of the systems to function as the reflex action enable for example a sudden stop to avoid knocking down a child who suddenly runs into the road. ""

I understand your skepticism, and I think that everyone will have second thoughts if it's one of their loved ones in front of the car. But I will just leave the link below to show you where the technology is already at, nevermind in a few years. 

https://insideevs.com/news/439094/tesla-collision-avoidance-bypasses-massive-accident/


""Also, in case of an accident who will be held accountable; the owner of the car or the company? ""

I am not a lawyer, and will not comment on this. But there is a lot of questions around this topic. It will probably be the biggest speedbump in the road to fully autonomous vehicles, and it's something that is an extremely deep and existential question that requires smarter people than me to answer. 

I hope this answers some of your questions. I'm just a fellow student who loves this topic but I am not an expert or even in the field. 

I hope you have a great day and an even better course further!

ChrisH

",ChrisBotha98,,Mbiagbor,,2345/discussion/130237
https://us.edstem.org/courses/2345/discussion/130237?comment=326307,answer,Autonomous driving cars,General,,0,False,2020-09-22T06:35:40.169314+10:00,Thank you Chris I have learned a lot from your input,Mbiagbor,,ChrisBotha98,,2345/discussion/130237
https://us.edstem.org/courses/2345/discussion/130260,question,Greetings everyone!,Social,,0,False,2020-09-22T04:18:05.779659+10:00,Hi! I'm Aaron from Ireland. I recently finished up my Bachelor's of Computer Science and I'm taking this course to learn more about the world of AI. I hope you all have some fun during the course and stay safe! :),aaronmcc1231,,,,2345/discussion/130260
https://us.edstem.org/courses/2345/discussion/130311,question,Regarding to Week 1 Quiz: Introduction to AI,Quizzes,W1,0,False,2020-09-22T05:38:43.088552+10:00,What am I suppose to do after reading the two articles listed on the screen. I cannot see the question. Is it because I have not purchased the certificate yet? ,kiulam,,,,2345/discussion/130311
https://us.edstem.org/courses/2345/discussion/130311?comment=327250,question,Regarding to Week 1 Quiz: Introduction to AI,Quizzes,W1,0,False,2020-09-22T19:13:54.463638+10:00,"I did not also purchase the certificate and cannot see any quiz item. I wonder if the requirement of the quiz is to type our opinion about the artificial intelligence at the discussion session. 

",burcukepsutlu,,kiulam,,2345/discussion/130311
https://us.edstem.org/courses/2345/discussion/130311?comment=329598,question,Regarding to Week 1 Quiz: Introduction to AI,Quizzes,W1,0,False,2020-09-24T05:41:10.481257+10:00,"The quiz are simple questions to check that you understood the main points of the lecture and suggested readings.

",victor_osorio_paris,,burcukepsutlu,,2345/discussion/130311
https://us.edstem.org/courses/2345/discussion/130311?comment=327406,question,Regarding to Week 1 Quiz: Introduction to AI,Quizzes,W1,0,False,2020-09-22T22:53:47.320519+10:00,"I believe the quizzes and projects are just for verified users on track for the certificate, yeah.



Cheers,

Davin",djeastley,,kiulam,,2345/discussion/130311
https://us.edstem.org/courses/2345/discussion/130311?comment=327551,question,Regarding to Week 1 Quiz: Introduction to AI,Quizzes,W1,0,False,2020-09-23T00:34:17.53734+10:00,It would be great to see the quizzes even if graded answers are only available for verified track users. This would enable us to think about the questions/problems.,Gianluca73,,kiulam,,2345/discussion/130311
https://us.edstem.org/courses/2345/discussion/130311?comment=329411,question,Regarding to Week 1 Quiz: Introduction to AI,Quizzes,W1,0,False,2020-09-24T03:40:55.670997+10:00,"Yes, unfortunately quizzes are available only to verified track learners",Tanvi Hisaria,admin,kiulam,,2345/discussion/130311
https://us.edstem.org/courses/2345/discussion/130325,question,Thomas from France,Social,,1,False,2020-09-22T06:04:52.966252+10:00,"Hi everyone, 



I'm very really excited about this course. I have already attented many moocs about AI in general , Ethics and AI,..

I am sure this MOOC will be more technical and help me to dive deeper into AI Ocean.  I am trying to implement AI-based solutions in my company (large french bank). I am also interested in Chatbots.



regards, 

Thomas ",LUIGGI_TH,,,,2345/discussion/130325
https://us.edstem.org/courses/2345/discussion/130343,post,Greetings new friends!,Social,,1,False,2020-09-22T06:48:10.8427+10:00,Hi Everybody! My name is Patrick and I am taking this course in the US (my home country). I have gotten my feet wet in the world of AI through courses I took in undergrad but nothing to this level. I am very excited to learn along with you all over the coming months! I can't wait to see what you all have to teach me (and hopefully I have some knowledge to share as well)!,PatrickMuradaz,,,,2345/discussion/130343
https://us.edstem.org/courses/2345/discussion/130380,question,Greetings,Social,,2,False,2020-09-22T07:40:55.085479+10:00,"Hi everyone I'm excited to be here. I'm developing a Startup and need to learn more about AI and that's why I'm here. Looking forward to this course.

",Ninukes,,,,2345/discussion/130380
https://us.edstem.org/courses/2345/discussion/130381,question,Greetings all new brainiac friends !,Social,,2,False,2020-09-22T07:41:19.449671+10:00,"Hi - I am Roman, originally from Russia but living in the U.S. (Washington DC). My current profession is a cliche to where I am from, I hack for a living! Hoping to learn the fundamental inner workings and potential of AI / ML to open myself up to entrepreneurial ideas in the area of security / AI integration. Looking forward to learning from you all. Cheers ! 

",romnenko,,,,2345/discussion/130381
https://us.edstem.org/courses/2345/discussion/130381?comment=327409,question,Greetings all new brainiac friends !,Social,,0,False,2020-09-22T22:57:05.018385+10:00,"Good luck, Roman! I'm an Australian living in Australia, having always studied in Australia, but one of my past mathematics lecturers is Russian! He earned his doctorate at the Russian Academy of Sciences if I recall correctly. I've never been to Russia but would love to explore there one day.

Best wishes with the course! I have similar ambitions in terms of building various projects post-completion, albeit unlikely in the security space! Are you big into cryptography too?

Davin",djeastley,,romnenko,,2345/discussion/130381
https://us.edstem.org/courses/2345/discussion/130381?comment=338574,question,Greetings all new brainiac friends !,Social,,0,False,2020-09-30T09:29:05.396711+10:00,"Thanks Davin! Good luck to you too! I've always wanted to visit Australia too, so maybe we both get our wish one day. What space are you interested in exploring with AI? I am not big into cryptography, but that is certainly one area that AI could be leveraged well. 

",romnenko,,djeastley,,2345/discussion/130381
https://us.edstem.org/courses/2345/discussion/130381?comment=332310,question,Greetings all new brainiac friends !,Social,,0,False,2020-09-25T12:35:30.501614+10:00,"hi Roman, are you a good hacker or a bad hacker? :-)",Juan_M_Arias,,romnenko,,2345/discussion/130381
https://us.edstem.org/courses/2345/discussion/130381?comment=338569,question,Greetings all new brainiac friends !,Social,,0,False,2020-09-30T09:24:58.987754+10:00,I am a good hacker ! :),romnenko,,Juan_M_Arias,,2345/discussion/130381
https://us.edstem.org/courses/2345/discussion/130388,post,Greetings Everyone,Social,,3,False,2020-09-22T07:49:06.95101+10:00,"I look forward to learning  and interactinginteracting with all on this forum. I must say I have already come across interesting posts, this is gonna be one ride of a course.",BrianMutandavari,,,,2345/discussion/130388
